"C","U:0","U:1","U:2","alpha.water","p_rgh","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.5,0,0,0,1,0,1025,1,0.02,0.025,0.02,0.005
0.525,0,0,0,1,0,1025,1,0.02005,0.025,0.02005,0.005
0.55,0,0,0,1,0,1025,1,0.0201,0.025,0.0201,0.005
0.575,0,0,0,1,0,1025,1,0.02015,0.025,0.02015,0.005
0.6,0,0,0,1,0,1025,1,0.0202,0.025,0.0202,0.005
0.625,0,0,0,1,0,1025,1,0.02025,0.025,0.02025,0.005
0.65,0,0,0,1,0,1025,1,0.0203,0.025,0.0203,0.005
0.675,0,0,0,1,0,1025,1,0.02035,0.025,0.02035,0.005
0.7,0,0,0,1,0,1025,1,0.0204,0.025,0.0204,0.005
0.725,0,0,0,1,0,1025,1,0.02045,0.025,0.02045,0.005
0.75,0,0,0,1,0,1025,1,0.0205,0.025,0.0205,0.005
0.775,0,0,0,1,0,1025,1,0.02055,0.025,0.02055,0.005
0.8,0,0,0,1,0,1025,1,0.0206,0.025,0.0206,0.005
0.825,0,0,0,1,0,1025,1,0.02065,0.025,0.02065,0.005
0.85,0,0,0,1,0,1025,1,0.0207,0.025,0.0207,0.005
0.875,0,0,0,1,0,1025,1,0.02075,0.025,0.02075,0.005
0.9,0,0,0,1,0,1025,1,0.0208,0.025,0.0208,0.005
0.925,0,0,0,1,0,1025,1,0.02085,0.025,0.02085,0.005
0.95,0,0,0,1,0,1025,1,0.0209,0.025,0.0209,0.005
0.975,0,0,0,1,0,1025,1,0.02095,0.025,0.02095,0.005
1,0,0,0,1,0,1075,1,0.021,0.025,0.021,0.005
1,0,0,0,1,0,1075,1,0.02105,0.025,0.02105,0.005
1,0,0,0,1,0,1075,1,0.0211,0.025,0.0211,0.005
1,0,0,0,1,0,1075,1,0.02115,0.025,0.02115,0.005
1,0,0,0,1,0,1075,1,0.0212,0.025,0.0212,0.005
1,0,0,0,1,0,1075,1,0.02125,0.025,0.02125,0.005
1,0,0,0,1,0,1075,1,0.0213,0.025,0.0213,0.005
1,0,0,0,1,0,1075,1,0.02135,0.025,0.02135,0.005
1,0,0,0,1,0,1075,1,0.0214,0.025,0.0214,0.005
1,0,0,0,1,0,1075,1,0.02145,0.025,0.02145,0.005
1,0,0,0,1,0,1075,1,0.0215,0.025,0.0215,0.005
1,0,0,0,1,0,1075,1,0.02155,0.025,0.02155,0.005
1,0,0,0,1,0,1075,1,0.0216,0.025,0.0216,0.005
1,0,0,0,1,0,1075,1,0.02165,0.025,0.02165,0.005
1,0,0,0,1,0,1075,1,0.0217,0.025,0.0217,0.005
1,0,0,0,1,0,1075,1,0.02175,0.025,0.02175,0.005
1,0,0,0,1,0,1075,1,0.0218,0.025,0.0218,0.005
1,0,0,0,1,0,1075,1,0.02185,0.025,0.02185,0.005
1,0,0,0,1,0,1075,1,0.0219,0.025,0.0219,0.005
1,0,0,0,1,0,1075,1,0.02195,0.025,0.02195,0.005
1,0,0,0,1,0,1125,1,0.022,0.025,0.022,0.005
1,0,0,0,1,0,1125,1,0.02205,0.025,0.02205,0.005
1,0,0,0,1,0,1125,1,0.0221,0.025,0.0221,0.005
1,0,0,0,1,0,1125,1,0.02215,0.025,0.02215,0.005
1,0,0,0,1,0,1125,1,0.0222,0.025,0.0222,0.005
1,0,0,0,1,0,1125,1,0.02225,0.025,0.02225,0.005
1,0,0,0,1,0,1125,1,0.0223,0.025,0.0223,0.005
1,0,0,0,1,0,1125,1,0.02235,0.025,0.02235,0.005
1,0,0,0,1,0,1125,1,0.0224,0.025,0.0224,0.005
1,0,0,0,1,0,1125,1,0.02245,0.025,0.02245,0.005
1,0,0,0,1,0,1125,1,0.0225,0.025,0.0225,0.005
1,0,0,0,1,0,1125,1,0.02255,0.025,0.02255,0.005
1,0,0,0,1,0,1125,1,0.0226,0.025,0.0226,0.005
1,0,0,0,1,0,1125,1,0.02265,0.025,0.02265,0.005
1,0,0,0,1,0,1125,1,0.0227,0.025,0.0227,0.005
1,0,0,0,1,0,1125,1,0.02275,0.025,0.02275,0.005
1,0,0,0,1,0,1125,1,0.0228,0.025,0.0228,0.005
1,0,0,0,1,0,1125,1,0.02285,0.025,0.02285,0.005
1,0,0,0,1,0,1125,1,0.0229,0.025,0.0229,0.005
1,0,0,0,1,0,1125,1,0.02295,0.025,0.02295,0.005
1,0,0,0,1,0,1175,1,0.023,0.025,0.023,0.005
1,0,0,0,1,0,1175,1,0.02305,0.025,0.02305,0.005
1,0,0,0,1,0,1175,1,0.0231,0.025,0.0231,0.005
1,0,0,0,1,0,1175,1,0.02315,0.025,0.02315,0.005
1,0,0,0,1,0,1175,1,0.0232,0.025,0.0232,0.005
1,0,0,0,1,0,1175,1,0.02325,0.025,0.02325,0.005
1,0,0,0,1,0,1175,1,0.0233,0.025,0.0233,0.005
1,0,0,0,1,0,1175,1,0.02335,0.025,0.02335,0.005
1,0,0,0,1,0,1175,1,0.0234,0.025,0.0234,0.005
1,0,0,0,1,0,1175,1,0.02345,0.025,0.02345,0.005
1,0,0,0,1,0,1175,1,0.0235,0.025,0.0235,0.005
1,0,0,0,1,0,1175,1,0.02355,0.025,0.02355,0.005
1,0,0,0,1,0,1175,1,0.0236,0.025,0.0236,0.005
1,0,0,0,1,0,1175,1,0.02365,0.025,0.02365,0.005
1,0,0,0,1,0,1175,1,0.0237,0.025,0.0237,0.005
1,0,0,0,1,0,1175,1,0.02375,0.025,0.02375,0.005
1,0,0,0,1,0,1175,1,0.0238,0.025,0.0238,0.005
1,0,0,0,1,0,1175,1,0.02385,0.025,0.02385,0.005
1,0,0,0,1,0,1175,1,0.0239,0.025,0.0239,0.005
1,0,0,0,1,0,1175,1,0.02395,0.025,0.02395,0.005
1,0,0,0,1,0,1225,1,0.024,0.025,0.024,0.005
1,0,0,0,1,0,1225,1,0.02405,0.025,0.02405,0.005
1,0,0,0,1,0,1225,1,0.0241,0.025,0.0241,0.005
1,0,0,0,1,0,1225,1,0.02415,0.025,0.02415,0.005
1,0,0,0,1,0,1225,1,0.0242,0.025,0.0242,0.005
1,0,0,0,1,0,1225,1,0.02425,0.025,0.02425,0.005
1,0,0,0,1,0,1225,1,0.0243,0.025,0.0243,0.005
1,0,0,0,1,0,1225,1,0.02435,0.025,0.02435,0.005
1,0,0,0,1,0,1225,1,0.0244,0.025,0.0244,0.005
1,0,0,0,1,0,1225,1,0.02445,0.025,0.02445,0.005
1,0,0,0,1,0,1225,1,0.0245,0.025,0.0245,0.005
1,0,0,0,1,0,1225,1,0.02455,0.025,0.02455,0.005
1,0,0,0,1,0,1225,1,0.0246,0.025,0.0246,0.005
1,0,0,0,1,0,1225,1,0.02465,0.025,0.02465,0.005
1,0,0,0,1,0,1225,1,0.0247,0.025,0.0247,0.005
1,0,0,0,1,0,1225,1,0.02475,0.025,0.02475,0.005
1,0,0,0,1,0,1225,1,0.0248,0.025,0.0248,0.005
1,0,0,0,1,0,1225,1,0.02485,0.025,0.02485,0.005
1,0,0,0,1,0,1225,1,0.0249,0.025,0.0249,0.005
1,0,0,0,1,0,1225,1,0.02495,0.025,0.02495,0.005
1,0,0,0,1,0,1275,1,0.025,0.025,0.025,0.005
1,0,0,0,1,0,1275,1,0.02505,0.025,0.02505,0.005
1,0,0,0,1,0,1275,1,0.0251,0.025,0.0251,0.005
1,0,0,0,1,0,1275,1,0.02515,0.025,0.02515,0.005
1,0,0,0,1,0,1275,1,0.0252,0.025,0.0252,0.005
1,0,0,0,1,0,1275,1,0.02525,0.025,0.02525,0.005
1,0,0,0,1,0,1275,1,0.0253,0.025,0.0253,0.005
1,0,0,0,1,0,1275,1,0.02535,0.025,0.02535,0.005
1,0,0,0,1,0,1275,1,0.0254,0.025,0.0254,0.005
1,0,0,0,1,0,1275,1,0.02545,0.025,0.02545,0.005
1,0,0,0,1,0,1275,1,0.0255,0.025,0.0255,0.005
1,0,0,0,1,0,1275,1,0.02555,0.025,0.02555,0.005
1,0,0,0,1,0,1275,1,0.0256,0.025,0.0256,0.005
1,0,0,0,1,0,1275,1,0.02565,0.025,0.02565,0.005
1,0,0,0,1,0,1275,1,0.0257,0.025,0.0257,0.005
1,0,0,0,1,0,1275,1,0.02575,0.025,0.02575,0.005
1,0,0,0,1,0,1275,1,0.0258,0.025,0.0258,0.005
1,0,0,0,1,0,1275,1,0.02585,0.025,0.02585,0.005
1,0,0,0,1,0,1275,1,0.0259,0.025,0.0259,0.005
1,0,0,0,1,0,1275,1,0.02595,0.025,0.02595,0.005
1,0,0,0,1,0,1325,1,0.026,0.025,0.026,0.005
1,0,0,0,1,0,1325,1,0.02605,0.025,0.02605,0.005
1,0,0,0,1,0,1325,1,0.0261,0.025,0.0261,0.005
1,0,0,0,1,0,1325,1,0.02615,0.025,0.02615,0.005
1,0,0,0,1,0,1325,1,0.0262,0.025,0.0262,0.005
1,0,0,0,1,0,1325,1,0.02625,0.025,0.02625,0.005
1,0,0,0,1,0,1325,1,0.0263,0.025,0.0263,0.005
1,0,0,0,1,0,1325,1,0.02635,0.025,0.02635,0.005
1,0,0,0,1,0,1325,1,0.0264,0.025,0.0264,0.005
1,0,0,0,1,0,1325,1,0.02645,0.025,0.02645,0.005
1,0,0,0,1,0,1325,1,0.0265,0.025,0.0265,0.005
1,0,0,0,1,0,1325,1,0.02655,0.025,0.02655,0.005
1,0,0,0,1,0,1325,1,0.0266,0.025,0.0266,0.005
1,0,0,0,1,0,1325,1,0.02665,0.025,0.02665,0.005
1,0,0,0,1,0,1325,1,0.0267,0.025,0.0267,0.005
1,0,0,0,1,0,1325,1,0.02675,0.025,0.02675,0.005
1,0,0,0,1,0,1325,1,0.0268,0.025,0.0268,0.005
1,0,0,0,1,0,1325,1,0.02685,0.025,0.02685,0.005
1,0,0,0,1,0,1325,1,0.0269,0.025,0.0269,0.005
1,0,0,0,1,0,1325,1,0.02695,0.025,0.02695,0.005
1,0,0,0,1,0,1375,1,0.027,0.025,0.027,0.005
1,0,0,0,1,0,1375,1,0.02705,0.025,0.02705,0.005
1,0,0,0,1,0,1375,1,0.0271,0.025,0.0271,0.005
1,0,0,0,1,0,1375,1,0.02715,0.025,0.02715,0.005
1,0,0,0,1,0,1375,1,0.0272,0.025,0.0272,0.005
1,0,0,0,1,0,1375,1,0.02725,0.025,0.02725,0.005
1,0,0,0,1,0,1375,1,0.0273,0.025,0.0273,0.005
1,0,0,0,1,0,1375,1,0.02735,0.025,0.02735,0.005
1,0,0,0,1,0,1375,1,0.0274,0.025,0.0274,0.005
1,0,0,0,1,0,1375,1,0.02745,0.025,0.02745,0.005
1,0,0,0,1,0,1375,1,0.0275,0.025,0.0275,0.005
1,0,0,0,1,0,1375,1,0.02755,0.025,0.02755,0.005
1,0,0,0,1,0,1375,1,0.0276,0.025,0.0276,0.005
1,0,0,0,1,0,1375,1,0.02765,0.025,0.02765,0.005
1,0,0,0,1,0,1375,1,0.0277,0.025,0.0277,0.005
1,0,0,0,1,0,1375,1,0.02775,0.025,0.02775,0.005
1,0,0,0,1,0,1375,1,0.0278,0.025,0.0278,0.005
1,0,0,0,1,0,1375,1,0.02785,0.025,0.02785,0.005
1,0,0,0,1,0,1375,1,0.0279,0.025,0.0279,0.005
1,0,0,0,1,0,1375,1,0.02795,0.025,0.02795,0.005
1,0,0,0,1,0,1425,1,0.028,0.025,0.028,0.005
1,0,0,0,1,0,1425,1,0.02805,0.025,0.02805,0.005
1,0,0,0,1,0,1425,1,0.0281,0.025,0.0281,0.005
1,0,0,0,1,0,1425,1,0.02815,0.025,0.02815,0.005
1,0,0,0,1,0,1425,1,0.0282,0.025,0.0282,0.005
1,0,0,0,1,0,1425,1,0.02825,0.025,0.02825,0.005
1,0,0,0,1,0,1425,1,0.0283,0.025,0.0283,0.005
1,0,0,0,1,0,1425,1,0.02835,0.025,0.02835,0.005
1,0,0,0,1,0,1425,1,0.0284,0.025,0.0284,0.005
1,0,0,0,1,0,1425,1,0.02845,0.025,0.02845,0.005
1,0,0,0,1,0,1425,1,0.0285,0.025,0.0285,0.005
1,0,0,0,1,0,1425,1,0.02855,0.025,0.02855,0.005
1,0,0,0,1,0,1425,1,0.0286,0.025,0.0286,0.005
1,0,0,0,1,0,1425,1,0.02865,0.025,0.02865,0.005
1,0,0,0,1,0,1425,1,0.0287,0.025,0.0287,0.005
1,0,0,0,1,0,1425,1,0.02875,0.025,0.02875,0.005
1,0,0,0,1,0,1425,1,0.0288,0.025,0.0288,0.005
1,0,0,0,1,0,1425,1,0.02885,0.025,0.02885,0.005
1,0,0,0,1,0,1425,1,0.0289,0.025,0.0289,0.005
1,0,0,0,1,0,1425,1,0.02895,0.025,0.02895,0.005
1,0,0,0,1,0,1475,1,0.029,0.025,0.029,0.005
0.975,0,0,0,1,0,1475,1,0.02905,0.025,0.02905,0.005
0.95,0,0,0,1,0,1475,1,0.0291,0.025,0.0291,0.005
0.925,0,0,0,1,0,1475,1,0.02915,0.025,0.02915,0.005
0.9,0,0,0,1,0,1475,1,0.0292,0.025,0.0292,0.005
0.875,0,0,0,1,0,1475,1,0.02925,0.025,0.02925,0.005
0.85,0,0,0,1,0,1475,1,0.0293,0.025,0.0293,0.005
0.825,0,0,0,1,0,1475,1,0.02935,0.025,0.02935,0.005
0.8,0,0,0,1,0,1475,1,0.0294,0.025,0.0294,0.005
0.775,0,0,0,1,0,1475,1,0.02945,0.025,0.02945,0.005
0.75,0,0,0,1,0,1475,1,0.0295,0.025,0.0295,0.005
0.725,0,0,0,1,0,1475,1,0.02955,0.025,0.02955,0.005
0.7,0,0,0,1,0,1475,1,0.0296,0.025,0.0296,0.005
0.675,0,0,0,1,0,1475,1,0.02965,0.025,0.02965,0.005
0.65,0,0,0,1,0,1475,1,0.0297,0.025,0.0297,0.005
0.625,0,0,0,1,0,1475,1,0.02975,0.025,0.02975,0.005
0.6,0,0,0,1,0,1475,1,0.0298,0.025,0.0298,0.005
0.575,0,0,0,1,0,1475,1,0.02985,0.025,0.02985,0.005
0.55,0,0,0,1,0,1475,1,0.0299,0.025,0.0299,0.005
0.525,0,0,0,1,0,1475,1,0.02995,0.025,0.02995,0.005
0.5,0,0,0,1,0,1525,1,0.03,0.025,0.03,0.005
0.475,0,0,0,1,0,1525,1,0.03005,0.025,0.03005,0.005
0.45,0,0,0,1,0,1525,1,0.0301,0.025,0.0301,0.005
0.425,0,0,0,1,0,1525,1,0.03015,0.025,0.03015,0.005
0.4,0,0,0,1,0,1525,1,0.0302,0.025,0.0302,0.005
0.375,0,0,0,1,0,1525,1,0.03025,0.025,0.03025,0.005
0.35,0,0,0,1,0,1525,1,0.0303,0.025,0.0303,0.005
0.325,0,0,0,1,0,1525,1,0.03035,0.025,0.03035,0.005
0.3,0,0,0,1,0,1525,1,0.0304,0.025,0.0304,0.005
0.275,0,0,0,1,0,1525,1,0.03045,0.025,0.03045,0.005
0.25,0,0,0,1,0,1525,1,0.0305,0.025,0.0305,0.005
0.225,0,0,0,1,0,1525,1,0.03055,0.025,0.03055,0.005
0.2,0,0,0,1,0,1525,1,0.0306,0.025,0.0306,0.005
0.175,0,0,0,1,0,1525,1,0.03065,0.025,0.03065,0.005
0.15,0,0,0,1,0,1525,1,0.0307,0.025,0.0307,0.005
0.125,0,0,0,1,0,1525,1,0.03075,0.025,0.03075,0.005
0.1,0,0,0,1,0,1525,1,0.0308,0.025,0.0308,0.005
0.074999,0,0,0,1,0,1525,1,0.03085,0.025,0.03085,0.005
0.05,0,0,0,1,0,1525,1,0.0309,0.025,0.0309,0.005
0.024999,0,0,0,1,0,1525,1,0.03095,0.025,0.03095,0.005
0,0,0,0,1,0,1575,1,0.031,0.025,0.031,0.005
0,0,0,0,1,0,1575,1,0.03105,0.025,0.03105,0.005
0,0,0,0,1,0,1575,1,0.0311,0.025,0.0311,0.005
0,0,0,0,1,0,1575,1,0.03115,0.025,0.03115,0.005
0,0,0,0,1,0,1575,1,0.0312,0.025,0.0312,0.005
0,0,0,0,1,0,1575,1,0.03125,0.025,0.03125,0.005
0,0,0,0,1,0,1575,1,0.0313,0.025,0.0313,0.005
0,0,0,0,1,0,1575,1,0.03135,0.025,0.03135,0.005
0,0,0,0,1,0,1575,1,0.0314,0.025,0.0314,0.005
0,0,0,0,1,0,1575,1,0.03145,0.025,0.03145,0.005
0,0,0,0,1,0,1575,1,0.0315,0.025,0.0315,0.005
0,0,0,0,1,0,1575,1,0.03155,0.025,0.03155,0.005
0,0,0,0,1,0,1575,1,0.0316,0.025,0.0316,0.005
0,0,0,0,1,0,1575,1,0.03165,0.025,0.03165,0.005
0,0,0,0,1,0,1575,1,0.0317,0.025,0.0317,0.005
0,0,0,0,1,0,1575,1,0.03175,0.025,0.03175,0.005
0,0,0,0,1,0,1575,1,0.0318,0.025,0.0318,0.005
0,0,0,0,1,0,1575,1,0.03185,0.025,0.03185,0.005
0,0,0,0,1,0,1575,1,0.0319,0.025,0.0319,0.005
0,0,0,0,1,0,1575,1,0.03195,0.025,0.03195,0.005
0,0,0,0,1,0,1625,1,0.032,0.025,0.032,0.005
0,0,0,0,1,0,1625,1,0.03205,0.025,0.03205,0.005
0,0,0,0,1,0,1625,1,0.0321,0.025,0.0321,0.005
0,0,0,0,1,0,1625,1,0.03215,0.025,0.03215,0.005
0,0,0,0,1,0,1625,1,0.0322,0.025,0.0322,0.005
0,0,0,0,1,0,1625,1,0.03225,0.025,0.03225,0.005
0,0,0,0,1,0,1625,1,0.0323,0.025,0.0323,0.005
0,0,0,0,1,0,1625,1,0.03235,0.025,0.03235,0.005
0,0,0,0,1,0,1625,1,0.0324,0.025,0.0324,0.005
0,0,0,0,1,0,1625,1,0.03245,0.025,0.03245,0.005
0,0,0,0,1,0,1625,1,0.0325,0.025,0.0325,0.005
0,0,0,0,1,0,1625,1,0.03255,0.025,0.03255,0.005
0,0,0,0,1,0,1625,1,0.0326,0.025,0.0326,0.005
0,0,0,0,1,0,1625,1,0.03265,0.025,0.03265,0.005
0,0,0,0,1,0,1625,1,0.0327,0.025,0.0327,0.005
0,0,0,0,1,0,1625,1,0.03275,0.025,0.03275,0.005
0,0,0,0,1,0,1625,1,0.0328,0.025,0.0328,0.005
0,0,0,0,1,0,1625,1,0.03285,0.025,0.03285,0.005
0,0,0,0,1,0,1625,1,0.0329,0.025,0.0329,0.005
0,0,0,0,1,0,1625,1,0.03295,0.025,0.03295,0.005
0,0,0,0,1,0,1675,1,0.033,0.025,0.033,0.005
0,0,0,0,1,0,1675,1,0.03305,0.025,0.03305,0.005
0,0,0,0,1,0,1675,1,0.0331,0.025,0.0331,0.005
0,0,0,0,1,0,1675,1,0.03315,0.025,0.03315,0.005
0,0,0,0,1,0,1675,1,0.0332,0.025,0.0332,0.005
0,0,0,0,1,0,1675,1,0.03325,0.025,0.03325,0.005
0,0,0,0,1,0,1675,1,0.0333,0.025,0.0333,0.005
0,0,0,0,1,0,1675,1,0.03335,0.025,0.03335,0.005
0,0,0,0,1,0,1675,1,0.0334,0.025,0.0334,0.005
0,0,0,0,1,0,1675,1,0.03345,0.025,0.03345,0.005
0,0,0,0,1,0,1675,1,0.0335,0.025,0.0335,0.005
0,0,0,0,1,0,1675,1,0.03355,0.025,0.03355,0.005
0,0,0,0,1,0,1675,1,0.0336,0.025,0.0336,0.005
0,0,0,0,1,0,1675,1,0.03365,0.025,0.03365,0.005
0,0,0,0,1,0,1675,1,0.0337,0.025,0.0337,0.005
0,0,0,0,1,0,1675,1,0.03375,0.025,0.03375,0.005
0,0,0,0,1,0,1675,1,0.0338,0.025,0.0338,0.005
0,0,0,0,1,0,1675,1,0.03385,0.025,0.03385,0.005
0,0,0,0,1,0,1675,1,0.0339,0.025,0.0339,0.005
0,0,0,0,1,0,1675,1,0.03395,0.025,0.03395,0.005
0,0,0,0,1,0,1725,1,0.034,0.025,0.034,0.005
0,0,0,0,1,0,1725,1,0.03405,0.025,0.03405,0.005
0,0,0,0,1,0,1725,1,0.0341,0.025,0.0341,0.005
0,0,0,0,1,0,1725,1,0.03415,0.025,0.03415,0.005
0,0,0,0,1,0,1725,1,0.0342,0.025,0.0342,0.005
0,0,0,0,1,0,1725,1,0.03425,0.025,0.03425,0.005
0,0,0,0,1,0,1725,1,0.0343,0.025,0.0343,0.005
0,0,0,0,1,0,1725,1,0.03435,0.025,0.03435,0.005
0,0,0,0,1,0,1725,1,0.0344,0.025,0.0344,0.005
0,0,0,0,1,0,1725,1,0.03445,0.025,0.03445,0.005
0,0,0,0,1,0,1725,1,0.0345,0.025,0.0345,0.005
0,0,0,0,1,0,1725,1,0.03455,0.025,0.03455,0.005
0,0,0,0,1,0,1725,1,0.0346,0.025,0.0346,0.005
0,0,0,0,1,0,1725,1,0.03465,0.025,0.03465,0.005
0,0,0,0,1,0,1725,1,0.0347,0.025,0.0347,0.005
0,0,0,0,1,0,1725,1,0.03475,0.025,0.03475,0.005
0,0,0,0,1,0,1725,1,0.0348,0.025,0.0348,0.005
0,0,0,0,1,0,1725,1,0.03485,0.025,0.03485,0.005
0,0,0,0,1,0,1725,1,0.0349,0.025,0.0349,0.005
0,0,0,0,1,0,1725,1,0.03495,0.025,0.03495,0.005
0,0,0,0,1,0,1775,1,0.035,0.025,0.035,0.005
0,0,0,0,1,0,1775,1,0.03505,0.025,0.03505,0.005
0,0,0,0,1,0,1775,1,0.0351,0.025,0.0351,0.005
0,0,0,0,1,0,1775,1,0.03515,0.025,0.03515,0.005
0,0,0,0,1,0,1775,1,0.0352,0.025,0.0352,0.005
0,0,0,0,1,0,1775,1,0.03525,0.025,0.03525,0.005
0,0,0,0,1,0,1775,1,0.0353,0.025,0.0353,0.005
0,0,0,0,1,0,1775,1,0.03535,0.025,0.03535,0.005
0,0,0,0,1,0,1775,1,0.0354,0.025,0.0354,0.005
0,0,0,0,1,0,1775,1,0.03545,0.025,0.03545,0.005
0,0,0,0,1,0,1775,1,0.0355,0.025,0.0355,0.005
0,0,0,0,1,0,1775,1,0.03555,0.025,0.03555,0.005
0,0,0,0,1,0,1775,1,0.0356,0.025,0.0356,0.005
0,0,0,0,1,0,1775,1,0.03565,0.025,0.03565,0.005
0,0,0,0,1,0,1775,1,0.0357,0.025,0.0357,0.005
0,0,0,0,1,0,1775,1,0.03575,0.025,0.03575,0.005
0,0,0,0,1,0,1775,1,0.0358,0.025,0.0358,0.005
0,0,0,0,1,0,1775,1,0.03585,0.025,0.03585,0.005
0,0,0,0,1,0,1775,1,0.0359,0.025,0.0359,0.005
0,0,0,0,1,0,1775,1,0.03595,0.025,0.03595,0.005
0,0,0,0,1,0,1825,1,0.036,0.025,0.036,0.005
0,0,0,0,1,0,1825,1,0.03605,0.025,0.03605,0.005
0,0,0,0,1,0,1825,1,0.0361,0.025,0.0361,0.005
0,0,0,0,1,0,1825,1,0.03615,0.025,0.03615,0.005
0,0,0,0,1,0,1825,1,0.0362,0.025,0.0362,0.005
0,0,0,0,1,0,1825,1,0.03625,0.025,0.03625,0.005
0,0,0,0,1,0,1825,1,0.0363,0.025,0.0363,0.005
0,0,0,0,1,0,1825,1,0.03635,0.025,0.03635,0.005
0,0,0,0,1,0,1825,1,0.0364,0.025,0.0364,0.005
0,0,0,0,1,0,1825,1,0.03645,0.025,0.03645,0.005
0,0,0,0,1,0,1825,1,0.0365,0.025,0.0365,0.005
0,0,0,0,1,0,1825,1,0.03655,0.025,0.03655,0.005
0,0,0,0,1,0,1825,1,0.0366,0.025,0.0366,0.005
0,0,0,0,1,0,1825,1,0.03665,0.025,0.03665,0.005
0,0,0,0,1,0,1825,1,0.0367,0.025,0.0367,0.005
0,0,0,0,1,0,1825,1,0.03675,0.025,0.03675,0.005
0,0,0,0,1,0,1825,1,0.0368,0.025,0.0368,0.005
0,0,0,0,1,0,1825,1,0.03685,0.025,0.03685,0.005
0,0,0,0,1,0,1825,1,0.0369,0.025,0.0369,0.005
0,0,0,0,1,0,1825,1,0.03695,0.025,0.03695,0.005
0,0,0,0,1,0,1875,1,0.037,0.025,0.037,0.005
0,0,0,0,1,0,1875,1,0.03705,0.025,0.03705,0.005
0,0,0,0,1,0,1875,1,0.0371,0.025,0.0371,0.005
0,0,0,0,1,0,1875,1,0.03715,0.025,0.03715,0.005
0,0,0,0,1,0,1875,1,0.0372,0.025,0.0372,0.005
0,0,0,0,1,0,1875,1,0.03725,0.025,0.03725,0.005
0,0,0,0,1,0,1875,1,0.0373,0.025,0.0373,0.005
0,0,0,0,1,0,1875,1,0.03735,0.025,0.03735,0.005
0,0,0,0,1,0,1875,1,0.0374,0.025,0.0374,0.005
0,0,0,0,1,0,1875,1,0.03745,0.025,0.03745,0.005
0,0,0,0,1,0,1875,1,0.0375,0.025,0.0375,0.005
0,0,0,0,1,0,1875,1,0.03755,0.025,0.03755,0.005
0,0,0,0,1,0,1875,1,0.0376,0.025,0.0376,0.005
0,0,0,0,1,0,1875,1,0.03765,0.025,0.03765,0.005
0,0,0,0,1,0,1875,1,0.0377,0.025,0.0377,0.005
0,0,0,0,1,0,1875,1,0.03775,0.025,0.03775,0.005
0,0,0,0,1,0,1875,1,0.0378,0.025,0.0378,0.005
0,0,0,0,1,0,1875,1,0.03785,0.025,0.03785,0.005
0,0,0,0,1,0,1875,1,0.0379,0.025,0.0379,0.005
0,0,0,0,1,0,1875,1,0.03795,0.025,0.03795,0.005
0,0,0,0,1,0,1925,1,0.038,0.025,0.038,0.005
0,0,0,0,1,0,1925,1,0.03805,0.025,0.03805,0.005
0,0,0,0,1,0,1925,1,0.0381,0.025,0.0381,0.005
0,0,0,0,1,0,1925,1,0.03815,0.025,0.03815,0.005
0,0,0,0,1,0,1925,1,0.0382,0.025,0.0382,0.005
0,0,0,0,1,0,1925,1,0.03825,0.025,0.03825,0.005
0,0,0,0,1,0,1925,1,0.0383,0.025,0.0383,0.005
0,0,0,0,1,0,1925,1,0.03835,0.025,0.03835,0.005
0,0,0,0,1,0,1925,1,0.0384,0.025,0.0384,0.005
0,0,0,0,1,0,1925,1,0.03845,0.025,0.03845,0.005
0,0,0,0,1,0,1925,1,0.0385,0.025,0.0385,0.005
0,0,0,0,1,0,1925,1,0.03855,0.025,0.03855,0.005
0,0,0,0,1,0,1925,1,0.0386,0.025,0.0386,0.005
0,0,0,0,1,0,1925,1,0.03865,0.025,0.03865,0.005
0,0,0,0,1,0,1925,1,0.0387,0.025,0.0387,0.005
0,0,0,0,1,0,1925,1,0.03875,0.025,0.03875,0.005
0,0,0,0,1,0,1925,1,0.0388,0.025,0.0388,0.005
0,0,0,0,1,0,1925,1,0.03885,0.025,0.03885,0.005
0,0,0,0,1,0,1925,1,0.0389,0.025,0.0389,0.005
0,0,0,0,1,0,1925,1,0.03895,0.025,0.03895,0.005
0,0,0,0,1,0,1975,1,0.039,0.025,0.039,0.005
0,0,0,0,1,0,1975,1,0.03905,0.025,0.03905,0.005
0,0,0,0,1,0,1975,1,0.0391,0.025,0.0391,0.005
0,0,0,0,1,0,1975,1,0.03915,0.025,0.03915,0.005
0,0,0,0,1,0,1975,1,0.0392,0.025,0.0392,0.005
0,0,0,0,1,0,1975,1,0.03925,0.025,0.03925,0.005
0,0,0,0,1,0,1975,1,0.0393,0.025,0.0393,0.005
0,0,0,0,1,0,1975,1,0.03935,0.025,0.03935,0.005
0,0,0,0,1,0,1975,1,0.0394,0.025,0.0394,0.005
0,0,0,0,1,0,1975,1,0.03945,0.025,0.03945,0.005
0,0,0,0,1,0,1975,1,0.0395,0.025,0.0395,0.005
0,0,0,0,1,0,1975,1,0.03955,0.025,0.03955,0.005
0,0,0,0,1,0,1975,1,0.0396,0.025,0.0396,0.005
0,0,0,0,1,0,1975,1,0.03965,0.025,0.03965,0.005
0,0,0,0,1,0,1975,1,0.0397,0.025,0.0397,0.005
